order_id,date,Products,region,quantity_sold,unit_price,total_sales
11295,3/19/2024,toys,east,1,$144.24 ,144.24
11296,3/31/2024,books,east,8,$85.71 ,685.68
11297,2/1/2024,Electronics,east,5,$70.53 ,352.65
11298,1/7/2024,Electronics,south,6,$163.89 ,983.34
11299,2/4/2024,toys,south,2,$16.63 ,33.26
11300,3/18/2024,Electronics,east,9,$199.53 ,1795.77
11301,3/5/2024,sports,east,7,$165.86 ,1161.02
11302,3/5/2024,sports,east,8,  ,
11303,3/26/2024,toys,west,10,$130.98 ,1309.8
11304,5/12/2024,clothings,south,10,$165.16 ,1651.6
11305,5/9/2024,sports,south,7,$178.28 ,1247.96
11306,4/19/2024,books,south,7,$137.09 ,959.63
11307,1/19/2024,toys,north ,6,$104.44 ,626.64
11308,3/27/2024,clothings,west,2,$23.55 ,47.1
11309,2/10/2024,clothings,east,10,$38.80 ,388
11310,4/26/2024,Home goods,west,7,$114.77 ,803.39
11311,1/19/2024,Electronics,north ,5,$87.24 ,436.2
11312,6/21/2024,Home goods,west,10,$197.07 ,1970.7
11313,3/3/2024,clothings,east,1,$40.81 ,40.81
11314,4/19/2024,books,east,1,$45.31 ,45.31
11315,1/19/2024,Electronics,east,9,$35.61 ,320.49
11316,4/5/2024,sports,north ,8,$31.70 ,253.6
11317,1/15/2024,sports,north ,8,$134.32 ,1074.56
11318,2/6/2024,sports,north ,6,$28.60 ,171.6
11319,6/5/2024,clothings,west,5,$88.97 ,444.85
11320,1/2/2024,books,east,7,$25.38 ,177.66
11321,6/10/2024,Home goods,north ,4,$106.64 ,426.56
11322,3/26/2024,Electronics,east,7,$186.98 ,1308.86
11323,4/14/2024,toys,north ,10,$39.34 ,393.4
11324,6/30/2024,books,north ,9,$54.38 ,489.42
11325,5/25/2024,Electronics,south,4,$118.24 ,472.96
11326,2/28/2024,sports,east,3,$128.26 ,384.78
11327,5/24/2024,clothings,east,9,$82.68 ,744.12
11328,3/16/2024,Home goods,east,5,$164.72 ,823.6
11329,5/14/2024,toys,north ,9,$195.20 ,1756.8
11330,3/26/2024,clothings,south,6,$143.65 ,861.9
11331,3/23/2024,toys,north ,4,$116.57 ,466.28
11332,4/13/2024,sports,west,4,$66.06 ,264.24
11333,6/19/2024,clothings,east,3,$102.63 ,307.89
11334,5/27/2024,toys,south,1,$140.49 ,140.49
11335,3/14/2024,books,north ,10,$90.61 ,906.1
11336,2/2/2024,sports,south,9,$113.87 ,1024.83
11337,1/12/2024,toys,north ,6,$183.91 ,1103.46
11338,2/26/2024,clothings,south,7,$174.83 ,1223.81
11339,6/30/2024,books,south,9,$99.27 ,893.43
11340,6/27/2024,sports,west,7,$127.18 ,890.26
11341,3/29/2024,clothings,north ,10,$184.60 ,1846
11342,2/2/2024,sports,north ,,$169.96 ,
11343,1/3/2024,clothings,east,7,$130.60 ,914.2
11344,4/9/2024,sports,east,4,$159.61 ,638.44
11345,4/8/2024,clothings,east,3,$30.16 ,90.48
11346,3/14/2024,clothings,south,6,$153.88 ,923.28
11347,6/16/2024,toys,south,10,$189.44 ,1894.4
11348,1/25/2024,clothings,north ,7,$167.62 ,1173.34
11349,6/4/2024,clothings,north ,4,$180.19 ,720.76
11350,6/26/2024,clothings,east,4,$74.43 ,297.72
11351,4/8/2024,clothings,south,2,$194.90 ,389.8
11352,3/29/2024,sports,south,4,$159.68 ,638.72
11353,2/1/2024,books,west,6,$96.11 ,576.66
11354,6/7/2024,sports,east,1,$10.21 ,10.21
11355,1/22/2024,books,south,6,$36.85 ,221.1
11356,1/2/2024,Electronics,south,8,$100.09 ,800.72
11357,3/19/2024,toys,north ,6,$135.67 ,814.02
11358,1/25/2024,sports,north ,10,$136.56 ,1365.6
11359,6/11/2024,clothings,north ,2,$195.28 ,390.56
11360,1/7/2024,sports,north ,8,$82.90 ,663.2
11361,3/21/2024,toys,north ,10,$119.65 ,1196.5
11362,4/29/2024,books,east,10,$147.36 ,1473.6
11363,4/29/2024,sports,east,,$115.60 ,
11364,4/9/2024,clothings,north ,3,$34.63 ,103.89
11365,5/7/2024,clothings,east,5,$187.36 ,936.8
11366,1/23/2024,books,east,3,$33.24 ,99.72
11367,1/1/2024,Electronics,east,4,$110.91 ,443.64
11368,3/5/2024,Electronics,north ,5,$33.68 ,168.4
11369,3/12/2024,Electronics,east,2,$92.91 ,185.82
11370,4/14/2024,Electronics,north ,6,$78.50 ,471
11371,2/21/2024,clothings,east,10,$118.37 ,1183.7
11372,1/29/2024,Electronics,east,7, Thirty ,
11373,2/27/2024,sports,south,9,$199.79 ,1798.11
11374,2/11/2024,Electronics,north ,2,$134.60 ,269.2
11375,3/5/2024,Home goods,west,2,$144.82 ,289.64
11376,2/17/2024,sports,north ,9,$150.27 ,1352.43
11377,2/28/2024,Home goods,south,,$161.44 ,
11378,1/27/2024,books,east,3,$71.63 ,214.89
11379,6/16/2024,books,east,3,$195.60 ,586.8
11380,6/26/2024,toys,south,1,$122.96 ,122.96
11381,4/6/2024,books,north ,5,$43.32 ,216.6
11382,1/19/2024,toys,west,7,$47.24 ,330.68
11383,5/18/2024,Electronics,west,8,$119.14 ,953.12
11384,1/22/2024,sports,north ,6,$147.67 ,886.02
11385,1/24/2024,Home goods,south,6,$15.13 ,90.78
11386,6/23/2024,clothings,south,4,$39.29 ,157.16
11387,2/29/2024,books,south,4,$20.02 ,80.08
11388,1/9/2024,Home goods,south,3,$43.47 ,130.41
11389,5/25/2024,Home goods,south,5,$139.41 ,697.05
11390,3/11/2024,books,south,6,$134.02 ,804.12
11391,2/6/2024,clothings,south,6,$52.29 ,313.74
11392,6/30/2024,Home goods,south,1,  ,
11393,6/6/2024,books,south,9,$139.31 ,1253.79
11394,2/21/2024,books,south,3,$140.96 ,422.88
11395,3/21/2024,toys,south,8,$73.56 ,588.48
11396,6/4/2024,toys,south,4,$69.63 ,278.52
11397,5/7/2024,toys,north ,4,$124.87 ,499.48
11398,6/22/2024,clothings,north ,5,$160.77 ,803.85
11399,4/24/2024,Electronics,east,8,$35.17 ,281.36
11400,5/29/2024,books,west,4,$114.63 ,458.52
11401,2/11/2024,sports,east,1,$182.65 ,182.65
11402,3/22/2024,books,west,4, Thirty ,
11403,3/20/2024,Home goods,east,2,$137.37 ,274.74
11404,1/25/2024,books,east,7,$128.77 ,901.39
11405,5/11/2024,books,south,9,$50.23 ,452.07
11406,3/30/2024,clothings,west,6,$181.82 ,1090.92
11407,6/5/2024,clothings,north ,10,$196.34 ,1963.4
11408,6/15/2024,sports,east,,$81.14 ,
11409,5/19/2024,books,north ,7, Thirty ,
11410,3/31/2024,sports,west,2,$156.61 ,313.22
11411,1/12/2024,sports,east,4,$75.25 ,301
11412,1/6/2024,clothings,west,3,$124.97 ,374.91
11413,4/28/2024,Home goods,west,5,$84.77 ,423.85
11414,3/26/2024,toys,north ,9,  ,
11415,2/19/2024,Electronics,north ,9,$46.42 ,417.78
11416,5/10/2024,clothings,west,6,$13.74 ,82.44
11417,4/8/2024,clothings,south,9,$174.12 ,1567.08
11418,6/27/2024,Home goods,north ,,$17.54 ,
11419,1/23/2024,clothings,west,7,$120.85 ,845.95
11420,5/29/2024,clothings,west,7,$63.13 ,441.91
11421,1/16/2024,Electronics,west,6,$22.73 ,136.38
11422,1/2/2024,clothings,south,10,$47.51 ,475.1
11423,5/2/2024,toys,north ,10,$179.63 ,1796.3
11424,6/13/2024,toys,west,7,$88.75 ,621.25
11425,3/15/2024,sports,east,5,$155.51 ,777.55
11426,6/29/2024,Electronics,south,7,$32.01 ,224.07
11427,6/1/2024,toys,south,4, Thirty ,
11428,5/8/2024,Electronics,west,6,$172.03 ,1032.18
11429,3/23/2024,clothings,west,5,$51.44 ,257.2
11430,2/17/2024,sports,east,2,$127.55 ,255.1
11431,5/25/2024,Home goods,west,10,$191.63 ,1916.3
11432,5/14/2024,Electronics,east,4,$90.83 ,363.32
11433,1/7/2024,books,east,5,  ,
11434,4/1/2024,sports,east,6,$81.72 ,490.32
11435,6/9/2024,books,west,4,$171.76 ,687.04
11436,6/11/2024,clothings,north ,5,$100.87 ,504.35
11437,3/13/2024,toys,north ,9,$148.39 ,1335.51
11438,4/7/2024,clothings,south,3,$36.07 ,108.21
11439,4/13/2024,books,south,5,$67.26 ,336.3
11440,6/15/2024,sports,east,5,$187.29 ,936.45
11441,6/25/2024,books,south,1,$15.36 ,15.36
11442,4/19/2024,toys,north ,6,$135.83 ,814.98
11443,4/14/2024,books,south,4,$27.90 ,111.6
11444,3/7/2024,clothings,west,10,$63.93 ,639.3
11445,2/6/2024,toys,east,9,$184.03 ,1656.27
11446,5/7/2024,Electronics,west,6,$22.50 ,135
11447,5/12/2024,books,east,3,$150.15 ,450.45
11448,3/16/2024,clothings,north ,9,$119.70 ,1077.3
11449,2/7/2024,books,north ,7,$69.02 ,483.14
11450,4/1/2024,Electronics,west,7,$92.85 ,649.95
11451,6/16/2024,books,north ,9,$147.59 ,1328.31
11452,5/2/2024,toys,west,10,$125.52 ,1255.2
11453,2/2/2024,clothings,north ,7,$130.17 ,911.19
11454,6/21/2024,clothings,west,8,$21.07 ,168.56
11455,1/5/2024,Home goods,south,6,$135.49 ,812.94
11456,2/13/2024,books,east,2,$53.73 ,107.46
11457,1/24/2024,books,west,,$46.22 ,
11458,6/10/2024,books,south,4,$78.18 ,312.72
11459,6/11/2024,clothings,east,9,$37.87 ,340.83
11460,5/25/2024,Electronics,south,3,$164.01 ,492.03
11461,6/14/2024,clothings,south,6,$102.58 ,615.48
11462,4/19/2024,toys,north ,5,$53.30 ,266.5
11463,1/1/2024,toys,south,6,$84.38 ,506.28
11464,1/25/2024,Home goods,west,10,$127.13 ,1271.3
11465,1/6/2024,clothings,north ,1,$130.03 ,130.03
11466,2/10/2024,sports,south,7,$77.19 ,540.33
11467,2/11/2024,sports,east,7,$38.96 ,272.72
11468,5/25/2024,toys,east,3,$165.12 ,495.36
11469,2/7/2024,toys,south,9,$113.21 ,1018.89
11470,3/20/2024,clothings,west,2,$54.85 ,109.7
11471,4/27/2024,books,south,7,$192.98 ,1350.86
11472,4/23/2024,Home goods,south,9,$155.97 ,1403.73
11473,4/14/2024,clothings,south,1,$159.16 ,159.16
11474,1/22/2024,toys,west,4,$42.43 ,169.72
11475,3/30/2024,Electronics,east,3,$188.32 ,564.96
11476,2/17/2024,books,west,,$149.78 ,
11477,2/26/2024,Home goods,east,4,$187.62 ,750.48
11478,5/3/2024,toys,south,5, Thirty ,
11479,1/14/2024,toys,north ,3,$19.21 ,57.63
11480,6/30/2024,Electronics,south,2,$175.46 ,350.92
11481,2/5/2024,sports,south,,$50.94 ,
11482,6/30/2024,sports,north ,7,$89.60 ,627.2
11483,6/20/2024,books,west,4,$128.76 ,515.04
11484,3/20/2024,Home goods,east,9,$19.51 ,175.59
11485,5/6/2024,books,south,4,$12.90 ,51.6
11486,1/15/2024,Electronics,east,2,$136.71 ,273.42
11487,2/27/2024,Electronics,west,8,$56.48 ,451.84
11488,1/1/2024,Electronics,west,8,$64.22 ,513.76
11489,4/3/2024,clothings,west,9,$40.88 ,367.92
11490,5/27/2024,books,west,4,$144.63 ,578.52
11491,2/27/2024,sports,south,8,$190.54 ,1524.32
11492,4/12/2024,sports,east,10,$74.44 ,744.4
11493,1/8/2024,Electronics,north ,6,$98.29 ,589.74
11494,5/10/2024,books,north ,5,$125.43 ,627.15
11495,5/23/2024,clothings,north ,10,$123.65 ,1236.5
11496,6/3/2024,Home goods,north ,1,$180.76 ,180.76
11497,3/14/2024,toys,south,6,$173.30 ,1039.8
11498,5/16/2024,books,north ,2,$78.59 ,157.18
11499,4/11/2024,Home goods,south,9,$195.25 ,1757.25
11500,6/16/2024,Electronics,south,10,$125.74 ,1257.4
11501,1/24/2024,books,east,3,$69.34 ,208.02
11502,1/20/2024,books,east,,$190.43 ,
11503,1/1/2024,sports,east,7,$18.13 ,126.91
11504,2/20/2024,books,north ,7,  ,
11505,4/12/2024,books,north ,5,$133.71 ,668.55
11506,4/9/2024,sports,east,10,$72.54 ,725.4
11507,6/30/2024,toys,south,4,$73.10 ,292.4
11508,6/18/2024,sports,west,7,$148.83 ,1041.81
11509,3/17/2024,Home goods,west,4,$139.88 ,559.52
11510,5/26/2024,Electronics,south,7,$106.95 ,748.65
11511,5/14/2024,Electronics,south,6,$76.87 ,461.22
11512,4/28/2024,clothings,south,9,$110.87 ,997.83
11513,5/17/2024,sports,south,1,$103.46 ,103.46
11514,1/7/2024,clothings,east,5,$182.94 ,914.7
11515,2/14/2024,sports,west,6,$30.91 ,185.46
11516,3/10/2024,Electronics,east,1,$152.47 ,152.47
11517,2/13/2024,clothings,north ,4,$30.45 ,121.8
11518,4/13/2024,Electronics,west,7,$166.05 ,1162.35
11519,4/27/2024,toys,west,1,$160.32 ,160.32
11520,2/22/2024,Electronics,south,5,$165.08 ,825.4
11521,6/23/2024,clothings,west,1,$184.88 ,184.88
11522,1/7/2024,Home goods,west,10,$49.47 ,494.7
11523,1/4/2024,Home goods,west,7,$115.80 ,810.6
11524,1/26/2024,Home goods,north ,1,$44.91 ,44.91
11525,2/26/2024,books,north ,4,$42.28 ,169.12
11526,6/26/2024,Electronics,south,2,$73.46 ,146.92
11527,3/9/2024,toys,east,7,$128.10 ,896.7
11528,2/4/2024,clothings,north ,8,  ,
11529,4/27/2024,sports,south,4,$138.62 ,554.48
11530,1/3/2024,Electronics,west,3,$62.63 ,187.89
11531,4/16/2024,sports,north ,8,$151.60 ,1212.8
11532,4/3/2024,Home goods,south,6,$70.51 ,423.06
11533,4/7/2024,Home goods,north ,9,$196.13 ,1765.17
11534,5/27/2024,Home goods,east,9,$134.22 ,1207.98
11535,6/11/2024,books,south,4,  ,
11536,1/19/2024,books,west,7,$65.42 ,457.94
11537,6/29/2024,Home goods,west,8,$153.86 ,1230.88
11538,4/7/2024,sports,north ,10,$95.08 ,950.8
11539,2/8/2024,sports,west,7,$87.60 ,613.2
11540,4/26/2024,sports,south,7,$149.72 ,1048.04
11541,3/4/2024,clothings,east,10,$189.18 ,1891.8
11542,1/18/2024,Electronics,south,5, Thirty ,
11543,2/2/2024,Electronics,east,2,$146.81 ,293.62
11544,4/25/2024,books,north ,8,$104.40 ,835.2
11545,3/18/2024,sports,west,5,$12.30 ,61.5
11546,1/31/2024,Home goods,north ,1,$102.28 ,102.28
11547,1/4/2024,sports,north ,1,$56.18 ,56.18
11548,6/29/2024,sports,north ,,$164.45 ,
11549,5/7/2024,clothings,north ,1,$44.20 ,44.2
11550,2/6/2024,sports,north ,9,$153.06 ,1377.54
11551,4/10/2024,Electronics,south,5,$33.83 ,169.15
11552,3/21/2024,Electronics,north ,9,$120.74 ,1086.66
11553,2/11/2024,books,north ,9,$89.38 ,804.42
11554,3/25/2024,toys,west,8,$184.31 ,1474.48
11555,3/6/2024,Home goods,south,7,$97.45 ,682.15
11556,4/18/2024,Electronics,south,6,$171.55 ,1029.3
11557,1/30/2024,clothings,south,6,$152.75 ,916.5
11558,1/30/2024,clothings,west,3,$92.22 ,276.66
11559,3/17/2024,books,east,3,$116.68 ,350.04
11560,2/20/2024,clothings,south,4,$87.23 ,348.92
11561,3/2/2024,Home goods,north ,2,$137.51 ,275.02
11562,1/16/2024,toys,south,8,  ,
11563,1/10/2024,toys,east,10,$191.41 ,1914.1
11564,2/7/2024,sports,east,7,$28.93 ,202.51
11565,2/20/2024,clothings,north ,3,$168.36 ,505.08
11566,5/1/2024,toys,south,6,$181.06 ,1086.36
11567,1/6/2024,Home goods,north ,6,$74.46 ,446.76
11568,6/16/2024,sports,west,2,$165.03 ,330.06
11569,6/12/2024,Home goods,south,9,$170.72 ,1536.48
11570,4/30/2024,Electronics,west,10,$145.51 ,1455.1
11571,1/17/2024,Electronics,west,4,$168.40 ,673.6
11572,2/25/2024,toys,east,8,$98.37 ,786.96
11573,5/29/2024,sports,north ,8,$98.79 ,790.32
11574,2/1/2024,sports,north ,4, Thirty ,
11575,3/5/2024,Home goods,west,10,$190.26 ,1902.6
11576,2/7/2024,sports,east,8, Thirty ,
11577,1/2/2024,books,south,3,$34.86 ,104.58
11578,1/3/2024,Home goods,south,,$135.04 ,
11579,3/27/2024,books,east,4,$141.12 ,564.48
11580,1/18/2024,Home goods,north ,3,$199.02 ,597.06
11581,2/19/2024,books,west,9,$136.57 ,1229.13
11582,4/30/2024,Home goods,west,2,$96.46 ,192.92
11583,3/10/2024,toys,east,9,$106.50 ,958.5
11584,4/7/2024,sports,south,3,$136.41 ,409.23
11585,1/22/2024,Electronics,south,7,$188.28 ,1317.96
11586,6/20/2024,Electronics,west,4,$63.60 ,254.4
11587,2/15/2024,toys,west,4,$156.78 ,627.12
11588,3/6/2024,Home goods,east,3,$165.86 ,497.58
11589,2/23/2024,Electronics,west,4,$98.65 ,394.6
11590,1/23/2024,Home goods,north ,1,$145.05 ,145.05
11591,2/18/2024,clothings,east,6,  ,
11592,6/18/2024,sports,south,8,$169.20 ,1353.6
11593,4/10/2024,sports,east,8,$157.51 ,1260.08
11594,4/15/2024,clothings,north ,2,$48.86 ,97.72
11595,1/5/2024,Home goods,north ,10,$88.51 ,885.1
11596,4/15/2024,clothings,west,1,$30.16 ,30.16
11597,6/6/2024,toys,west,6,$107.03 ,642.18
11598,2/8/2024,Home goods,west,10,$65.59 ,655.9
11599,6/21/2024,books,west,2,$43.76 ,87.52
11600,2/5/2024,clothings,south,1,$169.19 ,169.19
11601,4/20/2024,clothings,north ,1,$52.30 ,52.3
11602,2/24/2024,sports,east,8,$11.05 ,88.4
11603,3/16/2024,books,south,2,$196.72 ,393.44
11604,2/20/2024,toys,east,8,$141.20 ,1129.6
11605,4/7/2024,books,west,2,$64.66 ,129.32
11606,6/10/2024,Electronics,west,7,$132.68 ,928.76
11607,5/10/2024,books,east,8,$16.32 ,130.56
11608,6/22/2024,Electronics,north ,6,$168.31 ,1009.86
11609,3/19/2024,Electronics,north ,8,$86.69 ,693.52
11610,2/12/2024,clothings,south,7,$75.42 ,527.94
11611,5/5/2024,Electronics,west,2,$118.54 ,237.08
11612,1/13/2024,clothings,north ,5,$151.09 ,755.45
11613,2/29/2024,books,west,4,$140.23 ,560.92
11614,4/19/2024,clothings,south,2,$167.73 ,335.46
11615,3/23/2024,Electronics,south,9,$45.32 ,407.88
11616,6/17/2024,Home goods,north ,9,$139.64 ,1256.76
11617,3/22/2024,Electronics,east,4,$115.93 ,463.72
11618,6/2/2024,clothings,west,7,  ,
11619,6/6/2024,clothings,north ,1,$193.17 ,193.17
11620,3/19/2024,Home goods,east,9,$176.24 ,1586.16
11621,6/23/2024,clothings,east,6,$164.89 ,989.34
11622,5/24/2024,Electronics,north ,6,$159.17 ,955.02
11623,5/5/2024,sports,east,3,$156.66 ,469.98
11624,1/20/2024,toys,west,8,$82.82 ,662.56
11625,1/23/2024,sports,north ,8,$142.11 ,1136.88
11626,5/5/2024,books,north ,9,$190.98 ,1718.82
11627,5/1/2024,toys,west,6,$83.83 ,502.98
11628,1/23/2024,Electronics,north ,2,$147.07 ,294.14
11629,1/5/2024,books,south,2,$111.34 ,222.68
11630,5/29/2024,Home goods,north ,1,$85.19 ,85.19
11631,5/31/2024,toys,east,1,$97.98 ,97.98
11632,4/2/2024,toys,east,6,$107.47 ,644.82
11633,5/1/2024,books,east,7,$110.56 ,773.92
11634,5/18/2024,sports,east,8,$134.75 ,1078
11635,4/1/2024,Home goods,south,6, Thirty ,
11636,3/25/2024,toys,west,10,$144.08 ,1440.8
11637,3/19/2024,Home goods,north ,9,$57.29 ,515.61
11638,3/31/2024,clothings,south,6, Thirty ,
11639,1/18/2024,toys,south,5,$163.72 ,818.6
11640,6/9/2024,Electronics,west,8,$93.52 ,748.16
11641,3/24/2024,toys,east,10,$181.61 ,1816.1
11642,3/11/2024,toys,east,,$63.41 ,
11643,2/14/2024,sports,west,6,$190.34 ,1142.04
11644,4/22/2024,sports,north ,10,  ,
11645,6/27/2024,Home goods,west,4,$79.14 ,316.56
11646,5/17/2024,clothings,west,9,$171.33 ,1541.97
11647,3/31/2024,sports,north ,3,$33.32 ,99.96
11648,3/17/2024,Electronics,north ,4, Thirty ,
11649,4/12/2024,toys,west,3,  ,
11650,5/10/2024,books,east,8,$169.28 ,1354.24
11651,1/31/2024,Home goods,east,4,$131.21 ,524.84
11652,5/26/2024,books,west,4,$172.18 ,688.72
11653,5/16/2024,toys,north ,8,$141.35 ,1130.8
11654,2/23/2024,toys,east,,$36.43 ,
11655,5/4/2024,books,north ,1,$96.02 ,96.02
11656,6/20/2024,Electronics,west,10,$122.20 ,1222
11657,3/18/2024,Electronics,north ,,$58.35 ,
11658,3/22/2024,books,south,3,  ,
11659,2/23/2024,sports,north ,1,$155.03 ,155.03
11660,6/13/2024,sports,east,7,$171.68 ,1201.76
11661,1/4/2024,Electronics,east,8,$177.61 ,1420.88
11662,5/5/2024,books,west,5,$75.91 ,379.55
11663,1/31/2024,clothings,north ,6,$155.96 ,935.76
11664,3/3/2024,clothings,east,4,$149.89 ,599.56
11665,2/17/2024,clothings,west,1,$184.46 ,184.46
11666,1/17/2024,books,east,5,$19.09 ,95.45
11667,6/13/2024,Home goods,west,5,$151.25 ,756.25
11668,5/21/2024,toys,west,9,$182.08 ,1638.72
11669,3/23/2024,clothings,east,10,$85.97 ,859.7
11670,2/9/2024,clothings,south,9,$147.58 ,1328.22
11671,4/5/2024,toys,east,7,$128.55 ,899.85
11672,3/2/2024,sports,south,6,$61.80 ,370.8
11673,3/3/2024,books,west,,$146.66 ,
11674,4/14/2024,Electronics,west,1,$57.36 ,57.36
11675,3/21/2024,Home goods,south,8,$35.84 ,286.72
11676,1/29/2024,toys,east,1,$51.61 ,51.61
11677,5/31/2024,clothings,north ,10,$40.80 ,408
11678,5/31/2024,clothings,north ,,$167.84 ,
11679,4/25/2024,sports,west,4,$20.48 ,81.92
11680,1/11/2024,clothings,east,7,$140.95 ,986.65
11681,5/15/2024,sports,east,7,$122.61 ,858.27
11682,2/13/2024,books,south,3,$141.95 ,425.85
11683,5/24/2024,books,east,1,$176.67 ,176.67
11684,1/28/2024,sports,north ,6,$107.49 ,644.94
11685,6/25/2024,toys,north ,8,$26.42 ,211.36
11686,1/22/2024,books,east,10,$133.68 ,1336.8
11687,1/14/2024,Home goods,east,7,$66.86 ,468.02
11688,6/22/2024,books,south,5,$132.64 ,663.2
11689,2/20/2024,sports,east,8,$19.76 ,158.08
11690,3/4/2024,sports,west,6,$197.88 ,1187.28
11691,4/9/2024,clothings,south,3,$86.42 ,259.26
11692,6/19/2024,toys,east,5,  ,
11693,3/18/2024,toys,west,2,$105.09 ,210.18
11694,3/7/2024,toys,west,10,$88.34 ,883.4
11695,5/5/2024,books,west,10,$102.64 ,1026.4
11696,5/14/2024,sports,north ,4,$23.78 ,95.12
11697,6/22/2024,sports,west,3,$179.68 ,539.04
11698,4/14/2024,Home goods,north ,4,$117.43 ,469.72
11699,3/27/2024,books,west,,$156.01 ,
11700,3/7/2024,clothings,south,,$23.02 ,
11701,4/3/2024,books,north ,9,$124.25 ,1118.25
11702,6/6/2024,sports,south,8,$124.05 ,992.4
11703,5/5/2024,sports,east,2,$81.92 ,163.84
11704,3/29/2024,Electronics,north ,1,$114.69 ,114.69
11705,6/17/2024,Home goods,east,9,$110.14 ,991.26
11706,1/6/2024,sports,east,1,$100.60 ,100.6
11707,2/7/2024,Home goods,north ,6,$138.42 ,830.52
11708,4/18/2024,clothings,east,2,$178.38 ,356.76
11709,4/5/2024,Home goods,north ,9,$155.70 ,1401.3
11710,6/16/2024,sports,east,4,$158.23 ,632.92
11711,5/16/2024,toys,east,10,$71.39 ,713.9
11712,5/2/2024,sports,east,8,$131.47 ,1051.76
11713,1/21/2024,books,east,2,$43.66 ,87.32
11714,1/1/2024,books,west,,$16.29 ,
11715,2/5/2024,toys,east,8,$99.36 ,794.88
11716,2/20/2024,Home goods,north ,3,$150.28 ,450.84
11717,5/28/2024,clothings,north ,8,$25.22 ,201.76
11718,6/2/2024,toys,east,9,$114.18 ,1027.62
11719,1/14/2024,toys,east,2,$137.08 ,274.16
11720,3/26/2024,clothings,west,9,$187.21 ,1684.89
11721,2/12/2024,sports,east,8,$147.42 ,1179.36
11722,2/23/2024,clothings,south,9,$190.50 ,1714.5
11723,4/19/2024,toys,west,10,$179.43 ,1794.3
11724,4/22/2024,clothings,south,6,$58.63 ,351.78
11725,5/12/2024,toys,north ,,$157.67 ,
11726,6/1/2024,Electronics,south,6,$148.98 ,893.88
11727,4/20/2024,toys,south,10,$166.39 ,1663.9
11728,5/19/2024,sports,east,8,$80.63 ,645.04
11729,3/8/2024,clothings,west,2,$92.93 ,185.86
11730,5/8/2024,books,north ,5,$24.18 ,120.9
11731,3/28/2024,sports,east,10,$46.48 ,464.8
11732,4/28/2024,toys,east,2,$71.64 ,143.28
11733,5/13/2024,toys,north ,3,$185.13 ,555.39
11734,5/24/2024,sports,west,7,$120.22 ,841.54
11735,4/24/2024,toys,north ,4,$172.28 ,689.12
11736,5/12/2024,books,north ,2,$190.23 ,380.46
11737,1/14/2024,Electronics,west,5,$34.25 ,171.25
11738,1/1/2024,toys,north ,2,$116.13 ,232.26
11739,6/16/2024,sports,west,7,$160.68 ,1124.76
11740,2/8/2024,clothings,west,2,$135.42 ,270.84
11741,1/27/2024,toys,north ,10,$95.82 ,958.2
11742,2/24/2024,Home goods,east,3,$130.07 ,390.21
11743,6/14/2024,Electronics,north ,5,$171.85 ,859.25
11744,5/26/2024,books,south,10,$148.30 ,1483
11745,1/12/2024,sports,east,2,$73.95 ,147.9
11746,4/2/2024,toys,east,6,$183.87 ,1103.22
11747,5/23/2024,books,south,5,$113.88 ,569.4
11748,6/11/2024,Electronics,west,1,$160.38 ,160.38
11749,3/17/2024,Home goods,west,9,$68.10 ,612.9
11750,3/7/2024,clothings,south,4,$191.21 ,764.84
11751,4/21/2024,books,north ,1,$154.70 ,154.7
11752,4/30/2024,Electronics,north ,6,$94.73 ,568.38
11753,4/6/2024,Electronics,north ,1,$162.73 ,162.73
11754,4/12/2024,Electronics,west,6,$168.51 ,1011.06
11755,2/10/2024,books,south,10,$52.51 ,525.1
11756,5/7/2024,toys,south,,$10.73 ,
11757,6/2/2024,toys,south,2,$34.60 ,69.2
11758,5/8/2024,Home goods,west,8,$36.21 ,289.68
11759,4/28/2024,books,west,6, Thirty ,
11760,4/15/2024,toys,south,2,$176.85 ,353.7
11761,5/15/2024,toys,north ,9,$100.22 ,901.98
11762,5/13/2024,sports,south,9,$45.95 ,413.55
11763,3/12/2024,toys,east,8,$195.42 ,1563.36
11764,4/22/2024,Home goods,east,7,$142.45 ,997.15
11765,5/18/2024,Home goods,north ,9,$151.15 ,1360.35
11766,2/21/2024,Home goods,south,8,$111.24 ,889.92
11767,2/24/2024,clothings,west,7,$43.28 ,302.96
11768,2/14/2024,clothings,north ,5, Thirty ,
11769,4/18/2024,Home goods,south,1,$59.66 ,59.66
11770,2/3/2024,books,east,7,$173.53 ,1214.71
11771,3/9/2024,sports,west,1,$167.18 ,167.18
11772,6/23/2024,books,west,9,$102.51 ,922.59
11773,3/7/2024,sports,west,1,$17.98 ,17.98
11774,2/16/2024,Electronics,south,3,$16.99 ,50.97
11775,3/30/2024,toys,south,3,$188.05 ,564.15
11776,2/15/2024,clothings,east,6,$26.62 ,159.72
11777,1/8/2024,clothings,east,2,$189.03 ,378.06
11778,6/26/2024,Electronics,east,3,$37.40 ,112.2
11779,1/11/2024,Home goods,east,3,  ,
11780,1/6/2024,Home goods,east,2,$12.16 ,24.32
11781,3/25/2024,toys,south,6,$165.73 ,994.38
11782,2/5/2024,Electronics,east,3, Thirty ,
11783,1/1/2024,Electronics,west,4,$82.71 ,330.84
11784,3/20/2024,Home goods,east,10,$123.25 ,1232.5
